,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,status
454,2455,0.72,0.79,3,149,3,0,0,sales,medium,1
455,2456,0.47,0.57,3,162,3,1,0,sales,medium,1
456,2457,0.53,0.67,4,238,2,0,0,sales,medium,1
457,2458,0.65,0.52,5,149,3,0,0,sales,low,1
458,2459,0.18,0.75,4,170,5,0,0,sales,low,1
459,2460,0.61,0.48,3,250,2,0,0,sales,low,1
460,2461,0.86,0.72,4,167,2,0,0,sales,low,1
461,2462,0.14,0.77,4,166,5,0,0,sales,low,1
462,2463,0.63,0.8,3,205,2,0,0,sales,low,1
463,2464,0.79,0.57,3,250,3,0,0,sales,low,1
464,2465,0.78,0.97,4,142,3,0,0,sales,low,1
465,2466,0.14,0.52,4,217,6,0,0,sales,low,1
466,2467,0.85,0.54,3,139,3,0,0,sales,low,1
467,2468,0.85,0.75,4,139,3,0,0,sales,low,1
468,2469,0.91,0.76,5,152,3,0,0,accounting,low,1
469,2470,0.76,0.74,3,224,2,0,0,accounting,low,1
470,2471,0.62,0.72,5,180,3,0,0,accounting,low,1
471,2472,0.53,0.69,4,216,2,0,0,hr,low,1
472,2473,0.97,0.63,3,133,3,0,0,hr,low,1
473,2474,0.48,0.53,4,271,3,0,0,hr,low,1
474,2475,0.5,0.55,4,148,3,1,0,hr,low,1
475,2476,0.32,0.42,2,99,4,0,0,technical,low,1
476,2477,0.58,0.77,4,196,2,1,0,technical,low,1
477,2478,0.81,0.83,3,196,2,0,0,technical,low,1
478,2479,0.48,0.84,4,228,3,0,0,technical,medium,1
479,2480,0.96,0.88,4,165,2,0,0,technical,medium,1
480,2481,0.56,0.9,3,235,2,0,0,technical,medium,1
481,2482,0.63,0.96,4,167,2,0,0,technical,medium,1
482,2483,0.21,0.5,5,255,5,0,0,technical,medium,1
483,2484,0.94,0.78,3,184,3,1,0,technical,medium,1
484,2485,0.94,0.89,4,239,3,0,0,technical,medium,1
485,2486,0.96,0.54,3,153,2,0,0,technical,medium,1
486,2487,0.49,0.5,4,187,5,1,0,support,medium,1
487,2488,0.82,0.68,2,285,2,0,0,support,medium,1
488,2489,0.6,0.5,3,274,3,0,0,support,medium,1
489,2490,0.76,0.5,3,156,3,1,0,support,medium,1
490,2491,0.69,0.64,5,265,2,1,0,support,high,1
491,2492,1.0,0.94,4,144,3,0,0,support,low,1
492,2493,0.62,0.66,4,143,3,0,0,support,medium,1
493,2494,0.4,0.99,4,214,6,1,0,support,medium,1
494,2495,0.94,0.91,3,163,3,0,0,support,medium,1
495,2496,0.76,0.84,4,236,4,0,0,support,medium,1
496,2497,0.58,0.69,3,146,4,0,0,support,low,1
497,2498,0.85,0.78,4,106,2,0,0,technical,low,1
498,2499,0.45,0.52,2,105,3,0,0,technical,low,1
499,2500,0.13,0.67,3,181,4,0,0,technical,low,1
500,2501,0.24,0.5,5,174,4,0,0,management,low,1
501,2502,0.64,0.69,3,207,2,1,0,IT,low,1
502,2503,0.63,0.61,6,118,2,0,0,IT,low,1
503,2504,0.61,0.99,4,251,2,0,0,IT,low,1
504,2505,0.71,0.99,2,136,3,0,0,IT,low,1
505,2506,0.9,0.89,5,249,3,1,0,IT,low,1
506,2507,0.17,0.76,4,171,5,0,0,product_mng,low,1
507,2508,0.93,0.97,3,256,2,1,0,product_mng,low,1
508,2509,0.83,0.89,5,141,3,1,0,product_mng,low,1
509,2510,0.58,0.75,4,186,2,0,0,product_mng,low,1
510,2511,0.76,0.5,3,258,3,0,0,IT,low,1
511,2512,0.5,0.78,3,228,2,0,0,RandD,low,1
512,2513,0.22,0.81,5,205,4,0,0,RandD,low,1
513,2514,0.9,0.88,4,174,3,0,0,RandD,low,1
514,2515,0.7,0.63,3,155,4,1,0,RandD,low,1
515,2516,0.73,0.85,5,245,3,0,0,RandD,low,1
516,2517,0.84,0.87,3,271,3,0,0,marketing,low,1
517,2518,0.55,0.63,5,184,4,0,0,marketing,medium,1
518,2519,0.63,0.98,4,175,2,0,0,sales,medium,1
519,2520,0.51,0.92,3,224,3,0,0,accounting,medium,1
520,2521,0.81,0.76,4,177,3,0,0,support,medium,1
521,2522,0.8,0.96,4,268,3,0,0,technical,medium,1
522,2523,0.99,0.97,4,208,3,0,0,management,medium,1
523,2524,0.9,0.87,5,219,2,0,0,marketing,medium,1
524,2525,0.65,0.67,5,128,5,0,0,marketing,medium,1
525,2526,0.75,0.75,3,273,3,0,0,marketing,medium,1
526,2527,0.62,0.49,4,218,4,0,0,sales,medium,1
527,2528,0.61,0.63,5,230,3,0,0,sales,medium,1
528,2529,0.24,0.6,4,195,5,0,0,sales,medium,1
529,2530,0.71,0.63,3,254,3,1,0,sales,high,1
530,2531,0.49,0.8,2,275,2,0,0,sales,low,1
531,2532,0.44,0.66,3,162,2,0,0,sales,medium,1
532,2533,0.75,0.87,4,193,3,0,0,sales,medium,1
533,2534,0.74,0.84,3,239,4,0,0,sales,medium,1
534,2535,0.62,0.87,5,149,3,0,0,sales,medium,1
535,2536,0.51,0.58,3,155,3,0,0,sales,low,1
536,2537,0.61,0.59,5,271,2,0,0,sales,low,1
537,2538,0.56,0.49,5,163,3,0,0,sales,low,1
538,2539,0.79,0.76,3,160,3,0,0,sales,low,1
539,2540,0.68,0.75,6,274,5,0,0,sales,low,1
540,2541,0.9,0.84,2,199,3,0,0,sales,low,1
541,2542,0.83,0.93,5,241,3,0,0,sales,low,1
542,2543,0.94,0.82,3,187,3,0,0,sales,low,1
543,2544,0.21,0.65,5,223,3,1,0,sales,low,1
544,2545,0.58,0.87,3,268,2,0,0,sales,low,1
545,2546,0.52,0.38,6,169,3,0,0,accounting,low,1
546,2547,0.18,0.67,5,285,5,0,0,accounting,low,1
547,2548,0.94,0.91,5,254,3,0,0,accounting,low,1
548,2549,0.69,0.5,3,208,4,0,0,hr,low,1
549,2550,0.65,0.83,4,218,3,0,0,hr,low,1
550,2551,0.46,0.62,2,187,3,0,0,hr,low,1
551,2552,0.72,0.62,4,256,3,0,0,hr,low,1
552,2553,0.3,0.37,6,278,3,0,0,technical,low,1
553,2554,0.51,0.51,4,204,2,0,0,technical,low,1
554,2555,0.43,0.75,3,108,2,0,0,technical,low,1
555,2556,0.56,0.94,3,226,2,0,0,technical,low,1
556,2557,0.63,0.91,4,246,3,0,0,technical,medium,1
557,2558,0.61,0.55,5,260,3,0,0,technical,medium,1
558,2559,0.53,0.73,4,248,2,0,0,technical,medium,1
559,2560,0.87,0.75,3,132,3,0,0,technical,medium,1
560,2561,0.68,0.7,4,185,4,0,0,technical,medium,1
561,2562,0.78,0.84,3,269,2,0,0,technical,medium,1
562,2563,0.49,0.95,4,156,2,0,0,technical,medium,1
563,2564,0.96,0.81,3,212,3,0,0,support,medium,1
564,2565,0.83,0.74,3,221,2,0,0,support,medium,1
565,2566,0.48,0.67,5,273,3,0,0,support,medium,1
566,2567,0.63,0.86,4,271,3,1,0,support,medium,1
567,2568,0.87,0.38,4,183,5,0,0,support,medium,1
568,2569,0.21,0.9,4,271,6,0,0,support,high,1
569,2570,0.79,0.58,5,165,3,0,0,support,low,1
570,2571,0.8,0.96,3,257,5,0,0,support,medium,1
571,2572,0.78,0.82,4,143,3,0,0,support,medium,1
572,2573,0.67,0.65,5,156,2,0,0,support,medium,1
573,2574,0.67,0.71,3,190,3,1,0,support,medium,1
574,2575,0.26,0.67,2,242,6,0,0,technical,low,1
575,2576,0.89,0.83,5,267,4,0,0,technical,low,1
576,2577,0.7,0.53,4,152,3,0,0,technical,low,1
577,2578,0.51,0.48,5,136,4,0,0,management,low,1
578,2579,0.53,0.88,3,157,3,0,0,IT,low,1
579,2580,0.76,0.51,4,281,3,0,0,IT,low,1
580,2581,0.86,0.93,5,208,2,0,0,IT,low,1
581,2582,0.63,0.96,5,152,3,0,0,IT,low,1
582,2583,0.58,0.86,5,271,3,0,0,IT,low,1
583,2584,0.58,0.83,4,163,3,1,0,product_mng,low,1
584,2585,0.9,0.82,4,136,3,0,0,product_mng,low,1
585,2586,0.79,0.57,4,233,2,0,0,product_mng,low,1
586,2587,0.8,0.74,4,221,4,0,0,product_mng,low,1
587,2588,0.53,0.65,2,189,2,1,0,IT,low,1
588,2589,0.52,0.84,2,226,3,0,0,RandD,low,1
589,2590,0.82,0.59,5,201,3,0,0,RandD,low,1
590,2591,0.68,0.9,2,133,4,0,0,RandD,low,1
591,2592,0.21,0.61,3,173,2,0,0,RandD,low,1
592,2593,0.81,0.5,4,152,3,1,0,RandD,low,1
593,2594,0.57,0.9,3,256,4,0,0,RandD,low,1
594,2595,0.99,0.72,3,119,2,1,0,marketing,low,1
595,2596,0.9,1.0,4,207,3,0,0,sales,medium,1
596,2597,0.76,0.64,3,189,3,0,0,accounting,medium,1
597,2598,0.56,0.92,4,172,2,0,0,support,medium,1
598,2599,0.5,0.93,6,150,3,1,0,technical,medium,1
599,2600,0.48,0.89,5,179,3,0,0,management,medium,1
600,2601,0.99,0.97,3,257,2,0,0,marketing,medium,1
601,2602,0.76,0.8,5,229,2,0,0,marketing,medium,1
602,2603,0.93,0.97,4,227,3,0,0,marketing,medium,1
603,2604,0.99,0.78,4,140,3,0,0,sales,medium,1
604,2605,0.85,0.78,4,251,3,0,0,sales,medium,1
605,2606,0.63,0.95,4,137,3,0,0,sales,medium,1
606,2607,0.63,0.78,3,153,3,1,0,sales,medium,1
607,2608,0.5,0.65,5,242,3,0,0,sales,high,1
608,2609,0.52,0.57,3,150,3,0,0,sales,low,1
609,2610,0.63,0.99,3,247,3,0,0,sales,medium,1
610,2611,0.78,0.5,4,212,2,0,0,sales,medium,1
611,2612,0.98,0.53,3,234,3,0,0,sales,medium,1
612,2613,0.14,1.0,5,174,5,0,0,sales,medium,1
613,2614,0.7,0.9,3,225,2,0,0,sales,low,1
614,2615,0.88,0.6,4,224,2,0,0,sales,low,1
615,2616,0.72,0.62,3,270,4,0,0,sales,low,1
616,2617,0.88,0.51,4,139,3,0,0,sales,low,1
617,2618,0.71,0.51,3,248,4,0,0,sales,low,1
618,2619,0.6,0.85,3,172,2,0,0,sales,low,1
619,2620,0.88,0.86,4,224,3,1,0,sales,low,1
620,2621,0.55,0.72,5,232,4,0,0,sales,low,1
621,2622,0.85,0.55,4,260,2,1,0,sales,low,1
622,2623,0.84,0.51,2,117,4,0,0,accounting,low,1
623,2624,0.91,0.61,4,243,2,1,0,accounting,low,1
624,2625,0.82,0.62,4,202,2,0,0,accounting,low,1
625,2626,0.6,0.91,2,168,4,0,0,hr,low,1
626,2627,0.89,0.71,5,194,3,0,0,hr,low,1
627,2628,0.6,0.97,4,219,4,1,0,hr,low,1
628,2629,0.64,0.52,4,207,3,0,0,hr,low,1
629,2630,0.93,0.88,4,177,3,0,0,technical,low,1
630,2631,0.81,0.99,3,239,2,1,0,technical,low,1
631,2632,0.31,0.49,4,165,3,1,0,technical,low,1
632,2633,0.68,0.69,4,225,2,0,0,technical,low,1
633,2634,0.78,0.59,3,212,2,0,0,technical,low,1
634,2635,0.44,0.42,4,159,4,0,0,technical,medium,1
635,2636,0.64,0.93,4,233,2,1,0,technical,medium,1
636,2637,0.81,0.63,4,108,6,0,0,technical,medium,1
637,2638,0.5,0.49,3,214,3,0,0,technical,medium,1
638,2639,0.69,0.61,5,229,3,0,0,technical,medium,1
639,2640,0.77,0.75,4,223,3,0,0,technical,medium,1
640,2641,0.69,0.56,4,178,3,0,0,support,medium,1
641,2642,0.87,0.68,4,246,2,0,0,support,medium,1
642,2643,0.85,0.91,4,145,3,0,0,support,medium,1
643,2644,0.83,0.83,4,224,4,0,0,support,medium,1
644,2645,0.68,0.51,3,259,3,0,0,support,medium,1
645,2646,0.78,0.65,4,207,2,0,0,support,medium,1
646,2647,0.78,0.89,3,253,3,0,0,support,high,1
647,2648,0.93,0.68,4,196,2,1,0,support,low,1
648,2649,0.54,0.75,3,240,3,0,0,support,medium,1
649,2650,0.76,0.56,3,255,3,0,0,support,medium,1
650,2651,0.4,0.72,3,139,2,0,0,support,medium,1
651,2652,0.73,0.81,3,168,2,0,0,technical,medium,1
652,2653,0.86,0.98,5,233,3,0,0,technical,low,1
653,2654,0.38,0.68,5,211,6,0,0,technical,low,1
654,2655,0.71,0.48,5,114,3,0,0,management,low,1
655,2656,0.58,0.97,5,202,2,0,0,IT,low,1
656,2657,0.67,0.59,3,177,3,1,0,IT,low,1
657,2658,0.55,0.76,4,233,4,0,0,IT,low,1
658,2659,0.76,0.98,2,111,2,0,0,IT,low,1
659,2660,0.7,0.82,3,178,3,0,0,IT,low,1
660,2661,0.66,0.46,4,204,4,0,0,product_mng,low,1
661,2662,0.96,0.72,3,272,3,0,0,product_mng,low,1
662,2663,0.6,0.77,4,157,4,0,0,product_mng,low,1
663,2664,0.54,0.94,5,229,3,1,0,product_mng,low,1
664,2665,0.85,0.9,5,202,3,0,0,IT,low,1
665,2666,0.96,0.84,3,264,3,0,0,RandD,low,1
666,2667,0.86,0.62,3,256,3,1,0,RandD,low,1
667,2668,0.53,0.87,3,151,2,0,0,RandD,low,1
668,2669,0.91,0.95,3,251,3,0,0,RandD,low,1
669,2670,0.33,0.7,5,271,4,0,0,RandD,low,1
670,2671,0.75,0.73,4,274,2,0,0,RandD,low,1
671,2672,0.97,0.8,3,169,3,0,0,marketing,low,1
672,2673,0.68,0.51,4,176,4,1,0,sales,low,1
673,2674,0.68,0.7,5,168,2,0,0,accounting,medium,1
674,2675,0.57,0.87,4,171,2,0,0,support,medium,1
675,2676,0.87,0.9,4,214,3,0,0,technical,medium,1
676,2677,0.5,0.91,5,224,2,1,0,management,medium,1
677,2678,0.76,0.59,3,191,4,0,0,marketing,medium,1
678,2679,0.79,0.61,5,96,4,0,0,marketing,medium,1
679,2680,0.17,0.9,6,217,6,1,0,marketing,medium,1
680,2681,0.6,0.62,4,135,2,1,0,sales,medium,1
681,2682,0.89,0.67,3,226,3,0,0,sales,medium,1
682,2683,0.69,0.87,3,202,2,0,0,sales,medium,1
683,2684,0.68,0.85,2,180,6,0,0,sales,medium,1
684,2685,0.61,0.87,5,174,4,0,0,sales,medium,1
685,2686,0.63,0.5,3,140,2,0,0,sales,high,1
686,2687,0.5,0.96,4,147,3,0,0,sales,low,1
687,2688,0.49,0.74,2,263,3,1,0,sales,medium,1
688,2689,0.83,0.55,5,261,5,0,0,sales,medium,1
689,2690,0.59,0.71,2,176,2,1,0,sales,medium,1
690,2691,0.75,0.93,2,98,5,0,0,sales,medium,1
691,2692,0.66,0.48,3,192,3,1,0,sales,low,1
692,2693,0.68,0.51,4,157,3,0,0,sales,low,1
693,2694,0.73,0.58,5,230,3,0,0,sales,low,1
694,2695,0.98,0.53,4,192,2,1,0,sales,low,1
695,2696,0.86,0.65,3,161,3,0,0,sales,low,1
696,2697,0.5,0.55,3,176,3,0,0,sales,low,1
697,2698,0.76,0.76,3,216,3,0,0,sales,low,1
698,2699,0.3,0.47,4,176,2,0,0,sales,low,1
699,2700,0.3,0.86,3,276,5,1,0,accounting,low,1
700,2701,0.64,0.59,3,174,3,1,0,accounting,low,1
701,2702,0.59,0.75,3,106,2,0,0,accounting,low,1
702,2703,0.85,0.63,4,154,3,0,0,hr,low,1
703,2704,0.76,0.93,3,271,5,0,0,hr,low,1
704,2705,0.63,0.5,5,246,2,0,0,hr,low,1
705,2706,0.65,0.86,4,264,2,1,0,hr,low,1
706,2707,0.43,0.68,3,197,2,0,0,technical,low,1
707,2708,0.83,0.56,4,165,2,0,0,technical,low,1
708,2709,0.49,0.77,4,218,2,0,0,technical,low,1
709,2710,0.67,0.73,3,203,2,0,0,technical,low,1
710,2711,0.9,0.47,2,107,6,1,0,technical,low,1
711,2712,0.83,0.96,3,179,2,0,0,technical,low,1
712,2713,0.92,0.84,5,264,3,0,0,technical,medium,1
713,2714,0.83,0.7,5,154,3,0,0,technical,medium,1
714,2715,0.64,0.55,4,167,3,1,0,technical,medium,1
715,2716,0.93,0.97,4,158,3,1,0,technical,medium,1
716,2717,0.6,0.87,4,227,3,1,0,technical,medium,1
717,2718,0.74,0.69,3,230,2,0,0,support,medium,1
718,2719,0.56,0.75,5,143,5,0,0,support,medium,1
719,2720,0.61,0.77,4,142,3,0,0,support,medium,1
720,2721,0.63,0.62,4,184,4,0,0,support,medium,1
721,2722,0.24,0.62,5,169,4,0,0,support,medium,1
722,2723,0.17,0.56,5,218,4,1,0,support,medium,1
723,2724,0.46,0.64,2,121,3,0,0,support,medium,1
724,2725,0.68,0.48,4,251,4,0,0,support,high,1
725,2726,0.68,0.6,2,192,6,0,0,support,low,1
726,2727,0.16,0.71,6,227,5,0,0,support,medium,1
727,2728,0.15,0.56,6,140,5,0,0,support,medium,1
728,2729,0.55,0.49,3,152,2,0,0,technical,medium,1
729,2730,0.72,0.66,4,202,4,0,0,technical,medium,1
730,2731,0.91,0.89,2,219,4,0,0,technical,low,1
731,2732,0.3,0.91,4,248,4,0,0,management,low,1
732,2733,0.56,0.68,5,203,2,0,0,IT,low,1
733,2734,0.94,0.94,3,255,3,0,0,IT,low,1
734,2735,0.82,0.63,5,177,3,0,0,IT,low,1
735,2736,0.66,0.86,5,185,3,0,0,IT,low,1
736,2737,0.74,0.64,4,101,6,1,0,IT,low,1
737,2738,0.63,0.5,3,246,3,0,0,product_mng,low,1
738,2739,0.65,0.42,6,220,2,0,0,product_mng,low,1
739,2740,0.56,0.81,3,145,2,0,0,product_mng,low,1
740,2741,0.32,0.73,6,194,5,0,0,product_mng,low,1
741,2742,0.8,0.9,4,241,2,0,0,IT,low,1
742,2743,0.34,0.87,6,175,4,0,0,RandD,low,1
743,2744,0.62,0.71,5,149,2,0,0,RandD,low,1
744,2745,0.5,0.86,3,253,2,0,0,RandD,low,1
745,2746,0.58,0.98,5,218,3,0,0,RandD,low,1
746,2747,0.94,0.9,2,263,3,0,0,RandD,low,1
747,2748,0.67,0.99,4,247,3,1,0,RandD,low,1
748,2749,0.2,0.74,6,148,4,0,0,marketing,low,1
749,2750,0.91,0.59,5,162,2,0,0,sales,low,1
750,2751,0.91,0.67,2,255,4,0,0,accounting,low,1
751,2752,0.78,0.87,3,191,3,1,0,support,medium,1
752,2753,0.82,0.55,3,217,4,1,0,technical,medium,1
753,2754,0.54,0.96,3,201,3,0,0,management,medium,1
754,2755,0.53,0.81,3,253,3,0,0,marketing,medium,1
755,2756,0.47,0.55,4,122,5,1,0,marketing,medium,1
756,2757,0.87,0.5,3,269,3,0,0,marketing,medium,1
757,2758,0.5,0.68,4,161,3,0,0,sales,medium,1
758,2759,0.59,0.83,3,156,2,0,0,sales,medium,1
759,2760,0.89,0.69,3,173,3,0,0,sales,medium,1
760,2761,0.54,0.49,4,152,3,1,0,sales,medium,1
761,2762,0.62,0.85,3,145,3,0,0,sales,medium,1
762,2763,0.91,0.85,3,248,3,0,0,sales,medium,1
763,2764,0.84,0.99,2,184,2,0,0,sales,high,1
764,2765,0.69,0.65,4,232,2,1,0,sales,low,1
765,2766,0.76,0.63,3,162,2,0,0,sales,medium,1
766,2767,0.8,0.54,4,269,3,0,0,sales,medium,1
767,2768,0.4,0.47,5,108,3,0,0,sales,medium,1
768,2769,0.8,0.99,3,248,3,1,0,sales,medium,1
769,2770,0.76,0.4,2,122,5,0,0,sales,low,1
770,2771,0.55,0.9,4,273,2,1,0,sales,low,1
771,2772,0.98,0.63,3,285,6,0,0,sales,low,1
772,2773,0.54,0.56,4,227,3,0,0,sales,low,1
773,2774,0.63,0.56,4,248,2,1,0,sales,low,1
774,2775,0.88,0.63,3,257,3,0,0,sales,low,1
775,2776,0.5,0.95,5,194,3,0,0,sales,low,1
776,2777,0.52,0.72,3,253,3,0,0,accounting,low,1
777,2778,0.89,0.95,4,141,3,0,0,accounting,low,1
778,2779,0.55,0.9,4,199,3,0,0,accounting,low,1
779,2780,0.51,0.81,3,143,2,0,0,hr,low,1
780,2781,0.35,0.52,5,244,3,0,0,hr,low,1
781,2782,0.54,0.71,5,173,2,0,0,hr,low,1
782,2783,0.72,0.84,4,186,3,0,0,hr,low,1
783,2784,0.61,0.93,2,247,3,0,0,technical,low,1
784,2785,0.17,0.93,3,218,4,0,0,technical,low,1
785,2786,0.71,0.88,3,140,2,0,0,technical,low,1
786,2787,0.88,0.52,4,166,2,0,0,technical,low,1
787,2788,0.48,1.0,3,216,2,0,0,technical,low,1
788,2789,0.16,0.97,6,235,3,0,0,technical,low,1
789,2790,0.62,0.72,3,188,3,0,0,technical,low,1
790,2791,0.59,0.47,3,143,2,0,0,technical,medium,1
791,2792,0.14,0.9,4,198,4,0,0,technical,medium,1
792,2793,0.96,0.92,4,148,3,0,0,technical,medium,1
793,2794,0.96,0.42,6,101,4,0,0,technical,medium,1
794,2795,0.13,0.89,4,249,6,1,0,support,medium,1
795,2796,0.64,0.61,5,249,3,1,0,support,medium,1
796,2797,0.64,0.67,5,198,2,1,0,support,medium,1
797,2798,0.57,0.72,3,202,3,1,0,support,medium,1
798,2799,0.49,1.0,3,176,3,0,0,support,medium,1
799,2800,0.89,0.79,4,133,2,0,0,support,medium,1
800,2801,0.94,0.75,5,238,2,0,0,support,medium,1
801,2802,0.51,0.58,2,181,4,0,0,support,medium,1
802,2803,0.8,0.85,5,242,3,0,0,support,high,1
803,2804,0.74,0.51,4,185,2,1,0,support,low,1
804,2805,0.66,0.85,4,237,3,1,0,support,medium,1
805,2806,0.66,0.99,5,244,3,0,0,technical,medium,1
806,2807,0.59,0.62,3,178,4,0,0,technical,medium,1
807,2808,0.91,0.57,3,164,3,0,0,technical,medium,1
808,2809,0.83,0.98,5,189,4,1,0,management,low,1
809,2810,0.5,0.91,3,212,2,0,0,IT,low,1
810,2811,0.69,0.97,4,233,3,0,0,IT,low,1
811,2812,0.87,0.91,5,268,3,0,0,IT,low,1
812,2813,0.37,0.43,2,155,2,0,0,IT,low,1
813,2814,0.9,0.98,4,257,3,0,0,IT,low,1
814,2815,0.68,0.41,4,254,5,0,0,product_mng,low,1
815,2816,0.93,0.63,4,143,3,1,0,product_mng,low,1
816,2817,0.95,0.45,3,225,2,0,0,product_mng,low,1
817,2818,0.99,1.0,4,223,2,1,0,product_mng,low,1
818,2819,0.64,0.9,2,101,6,0,0,IT,low,1
819,2820,0.96,0.37,2,159,6,0,0,RandD,low,1
820,2821,0.92,0.54,5,141,2,0,0,RandD,low,1
821,2822,0.22,0.52,5,147,5,1,0,RandD,low,1
822,2823,0.82,0.99,5,252,3,1,0,RandD,low,1
823,2824,0.75,0.89,3,196,3,0,0,RandD,low,1
824,2825,0.2,0.89,6,244,3,0,0,RandD,low,1
825,2826,0.64,0.73,3,142,3,0,0,marketing,low,1
826,2827,0.62,0.9,4,155,4,0,0,sales,low,1
827,2828,0.73,0.59,3,219,2,0,0,accounting,low,1
828,2829,0.52,0.51,3,213,4,0,0,support,low,1
829,2830,0.63,0.67,5,263,3,0,0,technical,medium,1
830,2831,0.84,0.92,4,274,3,0,0,management,medium,1
831,2832,0.49,0.96,3,140,3,0,0,marketing,medium,1
832,2833,0.54,0.78,4,176,2,0,0,marketing,medium,1
833,2834,0.52,0.78,4,206,2,0,0,marketing,medium,1
834,2835,0.66,0.63,6,223,6,0,0,sales,medium,1
835,2836,0.73,0.41,2,231,6,1,0,sales,medium,1
836,2837,0.54,0.64,3,250,3,0,0,sales,medium,1
837,2838,0.72,0.68,5,266,4,0,0,sales,medium,1
838,2839,0.75,0.64,4,247,3,1,0,sales,medium,1
839,2840,0.77,0.57,3,189,2,0,0,sales,medium,1
840,2841,0.42,0.94,5,227,5,0,0,sales,medium,1
841,2842,0.13,0.69,4,127,4,0,0,sales,high,1
842,2843,0.73,0.88,5,204,5,0,0,sales,low,1
843,2844,0.5,0.95,5,137,3,0,0,sales,medium,1
844,2845,0.92,0.62,4,265,3,1,0,sales,medium,1
845,2846,0.73,0.66,3,135,2,0,0,sales,medium,1
846,2847,0.74,0.38,2,126,3,0,0,sales,medium,1
847,2848,0.76,0.78,3,189,2,0,0,sales,low,1
848,2849,0.53,0.92,3,207,4,1,0,sales,low,1
849,2850,0.65,0.72,3,134,3,0,0,sales,low,1
850,2851,0.91,0.85,4,203,2,0,0,sales,low,1
851,2852,0.69,0.76,5,222,3,1,0,sales,low,1
852,2853,0.56,0.66,3,232,2,0,0,sales,low,1
853,2854,0.55,0.81,4,267,5,0,0,accounting,low,1
854,2855,0.74,0.5,5,131,3,0,0,accounting,low,1
855,2856,0.86,0.86,3,155,4,0,0,accounting,low,1
856,2857,0.82,0.74,3,232,3,0,0,hr,low,1
857,2858,0.35,0.8,3,137,5,0,0,hr,low,1
858,2859,0.93,0.99,4,136,4,0,0,hr,low,1
859,2860,0.55,0.77,3,237,2,0,0,hr,low,1
860,2861,0.99,0.68,4,190,3,0,0,technical,low,1
861,2862,0.91,0.89,4,144,3,1,0,technical,low,1
862,2863,0.24,0.65,6,194,3,0,0,technical,low,1
863,2864,0.77,0.67,3,186,2,0,0,technical,low,1
864,2865,0.64,0.66,3,218,3,0,0,technical,low,1
865,2866,0.58,0.76,5,260,2,1,0,technical,low,1
866,2867,0.65,0.99,4,200,4,0,0,technical,low,1
867,2868,0.44,0.68,3,140,3,0,0,technical,low,1
868,2869,0.59,0.75,2,156,3,0,0,technical,medium,1
869,2870,0.99,0.56,3,193,3,1,0,technical,medium,1
870,2871,0.75,0.79,4,145,3,0,0,technical,medium,1
871,2872,0.77,0.49,4,217,2,0,0,support,medium,1
872,2873,0.85,0.64,4,162,3,0,0,support,medium,1
873,2874,0.77,0.93,5,182,4,0,0,support,medium,1
874,2875,0.54,0.95,3,221,3,0,0,support,medium,1
875,2876,0.69,0.82,4,208,2,0,0,support,medium,1
876,2877,0.66,0.65,5,161,3,0,0,support,medium,1
877,2878,0.51,0.65,4,269,3,0,0,support,medium,1
878,2879,0.74,0.59,4,155,3,0,0,support,medium,1
879,2880,0.55,0.72,3,110,3,0,0,support,medium,1
880,2881,0.65,0.84,3,154,3,0,0,support,high,1
881,2882,0.2,0.77,6,213,4,0,0,support,low,1
882,2883,0.92,0.94,5,248,3,0,0,technical,medium,1
883,2884,0.57,0.6,3,202,3,0,0,technical,medium,1
884,2885,0.75,0.78,2,251,6,0,0,technical,medium,1
885,2886,0.68,0.84,3,239,2,0,0,management,medium,1
886,2887,0.97,0.7,3,203,3,0,0,IT,low,1
887,2888,0.79,0.48,4,184,5,1,0,IT,low,1
888,2889,0.66,0.75,4,203,3,1,0,IT,low,1
889,2890,0.96,0.69,3,214,2,1,0,IT,low,1
890,2891,0.73,0.69,4,161,3,0,0,IT,low,1
891,2892,0.29,0.58,5,234,2,0,0,product_mng,low,1
892,2893,0.58,0.56,3,151,2,0,0,product_mng,low,1
893,2894,0.72,0.58,4,149,3,0,0,product_mng,low,1
894,2895,0.94,0.87,4,240,3,0,0,product_mng,low,1
895,2896,0.48,0.56,5,140,2,0,0,IT,low,1
896,2897,0.6,0.99,3,187,2,0,0,RandD,low,1
897,2898,0.97,0.58,5,156,2,1,0,RandD,low,1
898,2899,0.74,0.41,4,250,4,0,0,RandD,low,1
899,2900,0.97,0.61,3,165,2,0,0,RandD,low,1
900,2901,0.88,0.67,5,260,3,1,0,RandD,low,1
901,2902,0.5,0.7,3,274,3,0,0,marketing,low,1
902,2903,0.93,0.98,4,160,3,0,0,sales,low,1
903,2904,0.3,0.7,5,280,4,1,0,accounting,low,1
904,2905,0.69,0.53,3,142,3,0,0,support,low,1
905,2906,0.69,0.9,2,155,2,0,0,technical,low,1
906,2907,0.53,0.67,4,167,2,0,0,management,low,1
907,2908,0.32,0.8,3,263,3,0,0,marketing,medium,1
908,2909,0.73,0.75,3,259,4,0,0,marketing,medium,1
909,2910,0.77,0.61,4,223,3,0,0,marketing,medium,1
